Date,Month,Quarter,Year,Factory,Machine_ID,Shift,Operator_ID,Product_Type,Units_Target,Units_Produced,Good_Units,Defective_Units,Defect_Rate_%,Defect_Type,Downtime_Minutes,Temperature_C,Pressure_Bar,Production_Cost_PKR,Scrap_Cost_PKR,Efficiency_%
2024-12-31,December,Q4,2024,Factory-Lahore,M-103,Evening,OP-015,Transmission Kit,159,159,145,14,8.81,Material Defect,15,77.2,5.38,122752.31,4323.35,91.2
2024-01-03,January,Q1,2024,Factory-Lahore,M-103,Night,OP-016,Engine Part B,198,182,140,42,23.08,Assembly Fault,73,79.5,4.81,231566.96,21375.41,70.7
2024-05-06,May,Q2,2024,Factory-Lahore,M-104,Night,OP-006,Transmission Kit,338,349,335,14,4.01,Dimensional Error,74,61.2,5.23,356879.74,5726.44,99.1
2024-07-11,July,Q3,2024,Factory-Karachi,M-103,Evening,OP-007,Engine Part A,164,159,123,36,22.64,Assembly Fault,13,116.0,4.63,162848.94,14748.58,75.0
2024-05-11,May,Q2,2024,Factory-Islamabad,M-101,Night,OP-009,Transmission Kit,498,488,458,30,6.15,Material Defect,75,113.8,3.22,548280.14,13482.3,92.0
2023-12-19,December,Q4,2023,Factory-Karachi,M-104,Night,OP-020,Exhaust Pipe,161,134,125,9,6.72,Surface Crack,59,60.5,1.52,248703.67,6681.59,77.6
2024-08-02,August,Q3,2024,Factory-Karachi,M-101,Morning,OP-007,Suspension Unit,329,297,283,14,4.71,Dimensional Error,8,61.0,3.64,374653.82,7064.18,86.0
2024-05-29,May,Q2,2024,Factory-Karachi,M-102,Morning,OP-018,Gear Box,453,370,345,25,6.76,Dimensional Error,29,106.2,2.24,590325.52,15954.74,76.2
2023-11-26,November,Q4,2023,Factory-Lahore,M-102,Evening,OP-004,Fuel Pump,275,229,214,15,6.55,Material Defect,35,82.1,3.93,259298.8,6793.85,77.8
2024-02-02,February,Q1,2024,Factory-Lahore,M-101,Morning,OP-001,Engine Part A,279,259,242,17,6.56,Assembly Fault,8,91.8,3.22,379740.97,9970.03,86.7
2023-10-04,October,Q4,2023,Factory-Islamabad,M-104,Night,OP-007,Brake Disc,420,435,397,38,8.74,Material Defect,85,99.9,1.88,254100.32,8878.91,94.5
2023-07-04,July,Q3,2023,Factory-Lahore,M-105,Night,OP-003,Transmission Kit,263,273,264,9,3.3,Material Defect,64,100.6,1.72,144224.93,1901.87,100.4
2023-01-27,January,Q1,2023,Factory-Karachi,M-103,Evening,OP-011,Fuel Pump,150,155,136,19,12.26,Dimensional Error,42,115.7,2.51,245967.37,12060.34,90.7
2023-11-23,November,Q4,2023,Factory-Islamabad,M-102,Evening,OP-018,Engine Part A,243,202,190,12,5.94,Surface Crack,30,61.0,4.5,292197.04,6943.3,78.2
2024-09-03,September,Q3,2024,Factory-Islamabad,M-102,Night,OP-010,Fuel Pump,155,141,134,7,4.96,Assembly Fault,48,69.7,3.31,129682.67,2575.26,86.5
2023-08-13,August,Q3,2023,Factory-Karachi,M-104,Morning,OP-015,Engine Part B,227,185,170,15,8.11,Material Defect,26,62.3,1.71,192775.3,6252.17,74.9
2023-01-31,January,Q1,2023,Factory-Islamabad,M-101,Evening,OP-019,Exhaust Pipe,349,270,257,13,4.81,Material Defect,24,64.7,1.67,198096.62,3815.19,73.6
2023-10-15,October,Q4,2023,Factory-Karachi,M-102,Night,OP-011,Suspension Unit,314,315,284,31,9.84,Material Defect,20,86.1,1.6,212229.08,8354.41,90.4
2023-03-01,March,Q1,2023,Factory-Islamabad,M-105,Evening,OP-012,Engine Part A,296,257,244,13,5.06,Dimensional Error,15,109.2,5.37,200538.73,4057.59,82.4
2024-04-28,April,Q2,2024,Factory-Karachi,M-101,Night,OP-011,Engine Part A,357,313,302,11,3.51,Dimensional Error,50,61.3,3.72,261298.21,3673.2,84.6
2024-06-26,June,Q2,2024,Factory-Karachi,M-104,Morning,OP-019,Engine Part B,168,151,142,9,5.96,Material Defect,23,65.7,4.59,102697.48,2448.42,84.5
2024-01-02,January,Q1,2024,Factory-Islamabad,M-103,Night,OP-014,Transmission Kit,211,174,149,25,14.37,Dimensional Error,55,107.9,5.82,331371.96,19044.37,70.6
2024-08-21,August,Q3,2024,Factory-Islamabad,M-102,Morning,OP-019,Transmission Kit,440,350,319,31,8.86,Assembly Fault,21,106.4,1.75,279028.82,9885.59,72.5
2023-08-27,August,Q3,2023,Factory-Karachi,M-105,Morning,OP-013,Suspension Unit,420,439,426,13,2.96,Surface Crack,28,77.4,1.94,783665.9,9282.6,101.4
2023-06-13,June,Q2,2023,Factory-Lahore,M-105,Night,OP-010,Fuel Pump,385,394,383,11,2.79,Material Defect,30,113.6,5.25,730727.68,8160.41,99.5
2023-04-13,April,Q2,2023,Factory-Islamabad,M-102,Evening,OP-007,Suspension Unit,247,188,174,14,7.45,Surface Crack,22,68.3,5.81,116277.06,3463.57,70.4
2023-09-11,September,Q3,2023,Factory-Lahore,M-104,Night,OP-016,Suspension Unit,331,314,303,11,3.5,Material Defect,48,77.1,2.29,611170.63,8564.17,91.5
2024-11-03,November,Q4,2024,Factory-Karachi,M-102,Evening,OP-010,Engine Part B,263,233,209,24,10.3,Surface Crack,16,88.4,4.26,291938.62,12028.37,79.5
2023-09-04,September,Q3,2023,Factory-Lahore,M-101,Morning,OP-003,Engine Part A,216,177,166,11,6.21,Surface Crack,26,98.3,4.75,161854.07,4023.49,76.9
2023-09-30,September,Q3,2023,Factory-Lahore,M-103,Morning,OP-008,Engine Part B,494,465,410,55,11.83,Surface Crack,16,99.6,4.01,739277.29,34976.56,83.0
2024-06-30,June,Q2,2024,Factory-Karachi,M-105,Morning,OP-005,Suspension Unit,236,197,188,9,4.57,Assembly Fault,27,85.2,2.8,210026.99,3838.06,79.7
2023-02-27,February,Q1,2023,Factory-Karachi,M-104,Night,OP-018,Engine Part B,481,480,460,20,4.17,Material Defect,70,116.6,4.29,559052.58,9317.54,95.6
2023-08-13,August,Q3,2023,Factory-Karachi,M-101,Night,OP-017,Engine Part B,336,326,307,19,5.83,Dimensional Error,43,101.8,4.24,170303.06,3970.26,91.4
2024-08-12,August,Q3,2024,Factory-Islamabad,M-102,Night,OP-013,Gear Box,277,242,224,18,7.44,Surface Crack,88,98.1,5.0,258431.84,7688.88,80.9
2024-02-02,February,Q1,2024,Factory-Karachi,M-102,Evening,OP-020,Transmission Kit,397,311,285,26,8.36,Surface Crack,20,103.7,5.9,561024.98,18760.96,71.8
2023-12-30,December,Q4,2023,Factory-Islamabad,M-105,Night,OP-013,Transmission Kit,281,249,236,13,5.22,Material Defect,57,115.6,4.8,263127.19,5495.03,84.0
2023-06-27,June,Q2,2023,Factory-Islamabad,M-104,Night,OP-015,Fuel Pump,351,308,295,13,4.22,Material Defect,84,60.9,5.56,300963.66,5081.2,84.0
2023-06-30,June,Q2,2023,Factory-Islamabad,M-105,Morning,OP-008,Brake Disc,499,445,422,23,5.17,Surface Crack,12,94.0,2.76,738029.07,15258.13,84.6
2023-08-31,August,Q3,2023,Factory-Islamabad,M-102,Evening,OP-017,Suspension Unit,307,305,285,20,6.56,Assembly Fault,38,74.8,5.19,566403.03,14856.47,92.8
2024-08-29,August,Q3,2024,Factory-Islamabad,M-103,Evening,OP-012,Engine Part A,179,138,115,23,16.67,Assembly Fault,23,68.1,2.62,69627.56,4641.84,64.2
2023-11-22,November,Q4,2023,Factory-Islamabad,M-105,Evening,OP-017,Gear Box,368,373,351,22,5.9,Material Defect,20,95.3,5.18,373187.45,8804.42,95.4
2024-12-15,December,Q4,2024,Factory-Lahore,M-104,Night,OP-017,Brake Disc,367,334,314,20,5.99,Surface Crack,24,86.3,4.79,530532.83,12707.37,85.6
2024-01-03,January,Q1,2024,Factory-Islamabad,M-104,Morning,OP-003,Brake Disc,277,269,258,11,4.09,Assembly Fault,14,77.6,1.85,468047.59,7655.8,93.1
2024-08-28,August,Q3,2024,Factory-Islamabad,M-104,Morning,OP-013,Exhaust Pipe,349,274,255,19,6.93,Assembly Fault,29,106.3,2.82,354185.19,9824.11,73.1
2023-01-29,January,Q1,2023,Factory-Karachi,M-105,Evening,OP-007,Brake Disc,316,272,258,14,5.15,Dimensional Error,13,118.2,2.63,306360.47,6307.42,81.6
2024-12-21,December,Q4,2024,Factory-Karachi,M-104,Evening,OP-001,Gear Box,358,333,320,13,3.9,Surface Crack,41,63.4,5.51,289672.73,4523.42,89.4
2024-12-18,December,Q4,2024,Factory-Karachi,M-103,Evening,OP-002,Transmission Kit,132,125,100,25,20.0,Assembly Fault,42,87.9,3.59,63860.81,5108.86,75.8
2023-12-27,December,Q4,2023,Factory-Islamabad,M-105,Night,OP-002,Gear Box,343,340,321,19,5.59,Surface Crack,90,116.0,5.9,246423.13,5508.28,93.6
2024-08-04,August,Q3,2024,Factory-Lahore,M-102,Morning,OP-011,Transmission Kit,117,94,89,5,5.32,Assembly Fault,8,112.1,4.35,113789.13,2421.05,76.1
2024-07-31,July,Q3,2024,Factory-Lahore,M-101,Evening,OP-009,Exhaust Pipe,308,308,295,13,4.22,Dimensional Error,29,79.7,5.13,238680.05,4029.66,95.8
2023-05-26,May,Q2,2023,Factory-Islamabad,M-102,Evening,OP-003,Fuel Pump,312,308,281,27,8.77,Dimensional Error,15,80.9,3.35,243344.08,8532.84,90.1
2024-07-30,July,Q3,2024,Factory-Islamabad,M-104,Morning,OP-014,Brake Disc,466,392,371,21,5.36,Assembly Fault,5,63.3,5.72,350003.07,7500.07,79.6
2023-07-12,July,Q3,2023,Factory-Lahore,M-102,Evening,OP-019,Engine Part A,144,125,119,6,4.8,Material Defect,26,87.7,5.13,184615.75,3544.62,82.6
2024-05-19,May,Q2,2024,Factory-Lahore,M-104,Evening,OP-009,Engine Part B,133,112,107,5,4.46,Assembly Fault,27,116.9,2.74,213332.58,3809.51,80.5
2024-07-09,July,Q3,2024,Factory-Lahore,M-105,Morning,OP-012,Fuel Pump,112,103,99,4,3.88,Assembly Fault,11,117.8,4.81,63225.99,982.15,88.4
2023-11-13,November,Q4,2023,Factory-Islamabad,M-101,Evening,OP-005,Brake Disc,407,392,370,22,5.61,Material Defect,35,81.8,5.01,316219.34,7098.8,90.9
2023-06-29,June,Q2,2023,Factory-Karachi,M-101,Morning,OP-020,Engine Part A,435,402,375,27,6.72,Dimensional Error,18,106.0,5.97,669865.24,17996.38,86.2
2024-05-17,May,Q2,2024,Factory-Islamabad,M-105,Evening,OP-001,Suspension Unit,475,443,433,10,2.26,Surface Crack,20,98.8,3.13,839364.63,7578.91,91.2
2023-02-08,February,Q1,2023,Factory-Islamabad,M-104,Morning,OP-005,Brake Disc,437,359,328,31,8.64,Material Defect,17,67.6,4.12,297985.59,10292.54,75.1
2023-04-03,April,Q2,2023,Factory-Lahore,M-103,Evening,OP-020,Engine Part B,186,179,132,47,26.26,Dimensional Error,16,68.4,4.96,333865.56,35065.21,71.0
2023-02-27,February,Q1,2023,Factory-Lahore,M-101,Morning,OP-008,Transmission Kit,488,443,421,22,4.97,Material Defect,25,97.4,2.71,298540.86,5930.38,86.3
2023-08-27,August,Q3,2023,Factory-Karachi,M-105,Morning,OP-013,Suspension Unit,162,154,148,6,3.9,Dimensional Error,5,89.5,5.14,98918.86,1541.59,91.4
2024-09-08,September,Q3,2024,Factory-Lahore,M-105,Morning,OP-011,Brake Disc,389,306,291,15,4.9,Material Defect,16,72.4,5.58,266481.8,5225.13,74.8
2023-08-13,August,Q3,2023,Factory-Islamabad,M-102,Night,OP-005,Suspension Unit,467,393,370,23,5.85,Surface Crack,22,106.3,4.73,784424.94,18363.13,79.2
2023-01-21,January,Q1,2023,Factory-Karachi,M-105,Evening,OP-015,Engine Part B,440,395,376,19,4.81,Dimensional Error,37,93.0,3.89,558860.94,10752.77,85.5
2024-06-23,June,Q2,2024,Factory-Karachi,M-101,Night,OP-010,Gear Box,297,271,254,17,6.27,Surface Crack,32,84.0,3.19,378543.25,9498.5,85.5
2024-05-04,May,Q2,2024,Factory-Islamabad,M-102,Night,OP-010,Transmission Kit,429,433,389,44,10.16,Dimensional Error,76,112.7,2.14,681957.32,27719.28,90.7
2023-01-01,January,Q1,2023,Factory-Lahore,M-102,Morning,OP-014,Exhaust Pipe,202,178,161,17,9.55,Assembly Fault,28,72.9,3.81,109985.49,4201.69,79.7
2023-12-06,December,Q4,2023,Factory-Karachi,M-103,Morning,OP-005,Exhaust Pipe,366,359,266,93,25.91,Assembly Fault,22,76.8,3.06,183498.95,19014.38,72.7
2024-09-20,September,Q3,2024,Factory-Karachi,M-104,Evening,OP-014,Engine Part B,259,210,201,9,4.29,Surface Crack,10,80.7,4.14,315334.5,5405.73,77.6
2023-07-26,July,Q3,2023,Factory-Lahore,M-104,Night,OP-012,Fuel Pump,211,169,162,7,4.14,Dimensional Error,36,76.1,5.26,252509.08,4183.58,76.8
2023-05-14,May,Q2,2023,Factory-Lahore,M-103,Night,OP-019,Fuel Pump,400,344,257,87,25.29,Assembly Fault,90,99.1,4.22,421136.35,42603.33,64.2
2023-12-15,December,Q4,2023,Factory-Islamabad,M-104,Morning,OP-011,Engine Part B,442,391,358,33,8.44,Material Defect,18,70.7,5.06,195811.41,6610.51,81.0
2023-07-01,July,Q3,2023,Factory-Karachi,M-102,Morning,OP-007,Engine Part A,437,436,408,28,6.42,Material Defect,8,75.5,5.4,576354.91,14805.45,93.4
2023-11-28,November,Q4,2023,Factory-Islamabad,M-102,Evening,OP-005,Exhaust Pipe,319,250,239,11,4.4,Surface Crack,43,112.3,4.58,379394.34,6677.34,74.9
2023-03-02,March,Q1,2023,Factory-Islamabad,M-103,Evening,OP-002,Gear Box,386,388,318,70,18.04,Dimensional Error,11,103.5,4.39,690850.6,49855.2,82.4
2023-01-23,January,Q1,2023,Factory-Karachi,M-102,Morning,OP-006,Gear Box,420,329,303,26,7.9,Assembly Fault,30,95.6,4.95,260994.11,8250.27,72.1
2023-06-01,June,Q2,2023,Factory-Lahore,M-103,Evening,OP-002,Engine Part B,473,377,285,92,24.4,Assembly Fault,18,95.2,5.82,194852.31,19020.07,60.3
2024-08-23,August,Q3,2024,Factory-Islamabad,M-101,Morning,OP-006,Engine Part A,186,166,158,8,4.82,Dimensional Error,30,68.2,3.13,198439.65,3825.34,84.9
2024-12-22,December,Q4,2024,Factory-Lahore,M-103,Night,OP-006,Exhaust Pipe,320,315,274,41,13.02,Material Defect,41,78.0,3.98,561808.15,29249.69,85.6
2023-05-26,May,Q2,2023,Factory-Lahore,M-104,Night,OP-008,Engine Part A,346,339,327,12,3.54,Assembly Fault,33,107.2,1.72,362622.9,5134.48,94.5
2023-04-24,April,Q2,2023,Factory-Lahore,M-102,Evening,OP-017,Transmission Kit,361,367,340,27,7.36,Assembly Fault,33,109.3,2.23,554896.14,16329.37,94.2
2024-06-22,June,Q2,2024,Factory-Lahore,M-101,Evening,OP-005,Engine Part B,430,433,414,19,4.39,Material Defect,34,117.7,1.6,588363.45,10326.93,96.3
2024-01-09,January,Q1,2024,Factory-Lahore,M-103,Night,OP-004,Exhaust Pipe,498,439,370,69,15.72,Material Defect,27,74.1,2.83,826031.2,51932.71,74.3
2023-03-16,March,Q1,2023,Factory-Islamabad,M-102,Evening,OP-012,Gear Box,414,394,362,32,8.12,Material Defect,11,105.3,2.16,552900.16,17962.24,87.4
2024-01-18,January,Q1,2024,Factory-Karachi,M-105,Evening,OP-008,Brake Disc,457,361,346,15,4.16,Surface Crack,38,92.5,4.47,520945.37,8658.37,75.7
2024-12-22,December,Q4,2024,Factory-Islamabad,M-103,Evening,OP-019,Gear Box,453,443,377,66,14.9,Material Defect,30,108.2,1.87,607923.72,36228.41,83.2
2024-11-09,November,Q4,2024,Factory-Karachi,M-104,Morning,OP-003,Engine Part A,407,404,374,30,7.43,Dimensional Error,27,104.7,1.71,424101.45,12597.07,91.9
2024-02-10,February,Q1,2024,Factory-Islamabad,M-104,Morning,OP-005,Fuel Pump,158,148,140,8,5.41,Surface Crack,11,75.9,5.81,241232.29,5215.83,88.6
2024-08-23,August,Q3,2024,Factory-Karachi,M-103,Evening,OP-008,Transmission Kit,156,163,130,33,20.25,Assembly Fault,24,92.5,1.75,108374.33,8776.33,83.3
2023-04-14,April,Q2,2023,Factory-Lahore,M-103,Morning,OP-017,Engine Part B,489,440,337,103,23.41,Dimensional Error,24,75.4,4.69,295687.07,27687.06,68.9
2023-12-11,December,Q4,2023,Factory-Lahore,M-104,Evening,OP-016,Fuel Pump,205,168,157,11,6.55,Dimensional Error,37,78.3,2.04,140203.2,3671.99,76.6
2023-11-06,November,Q4,2023,Factory-Islamabad,M-104,Evening,OP-001,Engine Part A,458,356,334,22,6.18,Dimensional Error,17,109.5,1.52,396864.72,9810.14,72.9
2023-11-27,November,Q4,2023,Factory-Lahore,M-102,Evening,OP-006,Exhaust Pipe,296,252,239,13,5.16,Surface Crack,30,64.8,3.81,362391.94,7477.93,80.7
2023-05-20,May,Q2,2023,Factory-Karachi,M-105,Evening,OP-003,Fuel Pump,330,306,296,10,3.27,Dimensional Error,25,84.0,4.01,515810.03,6742.61,89.7
2023-06-11,June,Q2,2023,Factory-Islamabad,M-103,Evening,OP-020,Exhaust Pipe,204,154,113,41,26.62,Surface Crack,27,63.0,1.71,279918.25,29809.48,55.4
2024-03-23,March,Q1,2024,Factory-Karachi,M-101,Evening,OP-020,Fuel Pump,376,292,277,15,5.14,Surface Crack,23,71.3,5.87,538077.73,11056.39,73.7
2024-10-16,October,Q4,2024,Factory-Karachi,M-104,Evening,OP-013,Gear Box,247,186,171,15,8.06,Surface Crack,25,102.5,3.51,93813.05,3026.23,69.2
2024-05-13,May,Q2,2024,Factory-Islamabad,M-104,Evening,OP-004,Engine Part A,130,112,108,4,3.57,Assembly Fault,16,86.5,3.19,72455.76,1035.08,83.1
2024-10-26,October,Q4,2024,Factory-Islamabad,M-105,Morning,OP-013,Engine Part A,268,218,210,8,3.67,Dimensional Error,23,76.3,4.61,342084.43,5021.42,78.4
2023-11-21,November,Q4,2023,Factory-Islamabad,M-105,Morning,OP-012,Engine Part B,474,417,397,20,4.8,Material Defect,15,75.4,4.04,362226.29,6949.19,83.8
2023-06-28,June,Q2,2023,Factory-Karachi,M-105,Morning,OP-017,Gear Box,380,343,335,8,2.33,Material Defect,20,97.7,5.09,552986.54,5159.06,88.2
2024-12-25,December,Q4,2024,Factory-Lahore,M-102,Morning,OP-020,Engine Part A,337,256,233,23,8.98,Material Defect,5,89.4,4.99,174336.57,6265.22,69.1
2024-07-29,July,Q3,2024,Factory-Karachi,M-102,Morning,OP-011,Gear Box,371,338,325,13,3.85,Material Defect,28,103.0,4.3,227979.32,3507.37,87.6
2024-12-11,December,Q4,2024,Factory-Karachi,M-104,Evening,OP-004,Engine Part B,379,287,262,25,8.71,Surface Crack,27,78.7,2.68,345101.67,12024.45,69.1
2024-09-20,September,Q3,2024,Factory-Karachi,M-101,Evening,OP-020,Gear Box,327,331,318,13,3.93,Assembly Fault,15,71.0,2.65,599695.48,9421.2,97.2
2024-01-01,January,Q1,2024,Factory-Lahore,M-104,Night,OP-020,Fuel Pump,300,230,216,14,6.09,Assembly Fault,22,118.2,1.8,401314.57,9771.14,72.0
2023-08-17,August,Q3,2023,Factory-Karachi,M-101,Night,OP-010,Engine Part A,430,361,337,24,6.65,Surface Crack,74,70.2,4.85,383099.66,10187.69,78.4
2024-11-12,November,Q4,2024,Factory-Islamabad,M-104,Evening,OP-020,Brake Disc,333,331,303,28,8.46,Surface Crack,23,107.6,5.89,559602.43,18935.19,91.0
2024-08-26,August,Q3,2024,Factory-Islamabad,M-104,Evening,OP-013,Transmission Kit,348,298,287,11,3.69,Dimensional Error,26,98.7,2.32,581411.46,8584.6,82.5
2023-06-29,June,Q2,2023,Factory-Islamabad,M-101,Evening,OP-019,Suspension Unit,352,264,246,18,6.82,Assembly Fault,32,107.0,1.8,527194.97,14378.04,69.9
2024-01-23,January,Q1,2024,Factory-Karachi,M-103,Morning,OP-018,Suspension Unit,219,192,164,28,14.58,Surface Crack,26,107.8,3.4,243333.83,14194.47,74.9
2023-11-11,November,Q4,2023,Factory-Karachi,M-105,Morning,OP-004,Gear Box,491,482,465,17,3.53,Dimensional Error,11,111.4,4.23,406518.85,5735.12,94.7
2024-12-06,December,Q4,2024,Factory-Karachi,M-104,Morning,OP-015,Engine Part B,188,189,180,9,4.76,Material Defect,21,64.0,5.54,130553.75,2486.74,95.7
2023-10-29,October,Q4,2023,Factory-Islamabad,M-101,Morning,OP-009,Fuel Pump,169,168,157,11,6.55,Dimensional Error,5,64.9,5.94,328636.93,8607.16,92.9
2023-05-11,May,Q2,2023,Factory-Islamabad,M-102,Morning,OP-002,Gear Box,126,100,91,9,9.0,Material Defect,26,73.4,2.74,199624.88,7186.5,72.2
2023-07-01,July,Q3,2023,Factory-Lahore,M-104,Night,OP-015,Exhaust Pipe,148,135,125,10,7.41,Material Defect,67,73.2,2.01,83197.4,2465.11,84.5
2023-01-02,January,Q1,2023,Factory-Karachi,M-103,Night,OP-014,Brake Disc,190,196,146,50,25.51,Assembly Fault,78,80.4,4.59,326334.77,33299.47,76.8
2024-12-19,December,Q4,2024,Factory-Karachi,M-105,Morning,OP-010,Brake Disc,388,308,298,10,3.25,Material Defect,27,112.2,4.14,271076.61,3520.48,76.8
2024-08-09,August,Q3,2024,Factory-Lahore,M-101,Evening,OP-020,Transmission Kit,207,199,192,7,3.52,Surface Crack,18,69.7,3.45,392670.96,5525.02,92.8
2024-02-05,February,Q1,2024,Factory-Islamabad,M-104,Morning,OP-005,Engine Part B,142,141,130,11,7.8,Surface Crack,15,80.2,2.68,242337.05,7562.29,91.5
2024-08-04,August,Q3,2024,Factory-Lahore,M-102,Evening,OP-004,Engine Part B,378,345,310,35,10.14,Surface Crack,22,77.4,5.35,212840.53,8637.01,82.0
2023-02-03,February,Q1,2023,Factory-Islamabad,M-105,Evening,OP-011,Exhaust Pipe,422,362,348,14,3.87,Material Defect,37,104.2,5.68,591077.95,9143.75,82.5
2023-07-06,July,Q3,2023,Factory-Karachi,M-102,Evening,OP-015,Brake Disc,152,118,113,5,4.24,Material Defect,18,62.6,2.87,123921.75,2100.37,74.3
2024-09-08,September,Q3,2024,Factory-Karachi,M-103,Morning,OP-013,Suspension Unit,276,288,221,67,23.26,Dimensional Error,28,116.7,2.44,146512.18,13633.77,80.1
2023-11-22,November,Q4,2023,Factory-Lahore,M-102,Evening,OP-008,Gear Box,330,256,230,26,10.16,Assembly Fault,29,73.7,2.48,408396.14,16591.09,69.7
2024-09-18,September,Q3,2024,Factory-Islamabad,M-101,Night,OP-006,Suspension Unit,133,102,98,4,3.92,Dimensional Error,40,86.5,5.3,179280.63,2812.25,73.7
2023-08-15,August,Q3,2023,Factory-Karachi,M-101,Evening,OP-009,Suspension Unit,164,125,116,9,7.2,Dimensional Error,17,103.7,1.92,235032.75,6768.94,70.7
2024-10-16,October,Q4,2024,Factory-Lahore,M-101,Morning,OP-020,Engine Part B,158,119,112,7,5.88,Surface Crack,13,83.5,1.72,118680.71,2792.49,70.9
2024-08-02,August,Q3,2024,Factory-Karachi,M-103,Night,OP-014,Fuel Pump,373,370,290,80,21.62,Dimensional Error,31,61.3,3.97,516429.46,44664.17,77.7
2023-04-17,April,Q2,2023,Factory-Lahore,M-104,Night,OP-015,Gear Box,495,476,447,29,6.09,Dimensional Error,43,104.3,1.54,481142.0,11725.31,90.3
2024-05-23,May,Q2,2024,Factory-Islamabad,M-102,Evening,OP-018,Exhaust Pipe,378,381,368,13,3.41,Material Defect,36,95.9,4.76,439509.52,5998.56,97.4
2023-05-25,May,Q2,2023,Factory-Karachi,M-104,Evening,OP-007,Fuel Pump,392,335,313,22,6.57,Surface Crack,20,93.2,1.95,380411.56,9992.9,79.8
2023-12-06,December,Q4,2023,Factory-Karachi,M-102,Night,OP-008,Exhaust Pipe,232,205,190,15,7.32,Assembly Fault,28,116.9,3.33,326073.76,9543.62,81.9
2023-03-21,March,Q1,2023,Factory-Islamabad,M-104,Night,OP-006,Engine Part B,174,139,130,9,6.47,Assembly Fault,54,100.7,4.35,235949.92,6110.93,74.7
2023-09-01,September,Q3,2023,Factory-Islamabad,M-104,Night,OP-010,Exhaust Pipe,368,315,293,22,6.98,Dimensional Error,59,78.1,2.98,488083.58,13635.35,79.6
2023-12-22,December,Q4,2023,Factory-Karachi,M-101,Night,OP-005,Fuel Pump,417,405,393,12,2.96,Dimensional Error,36,82.8,1.75,241511.01,2862.35,94.2
2023-11-24,November,Q4,2023,Factory-Lahore,M-105,Morning,OP-018,Exhaust Pipe,166,146,139,7,4.79,Assembly Fault,26,83.8,5.74,101974.95,1955.68,83.7
2023-06-21,June,Q2,2023,Factory-Islamabad,M-103,Evening,OP-005,Fuel Pump,271,262,202,60,22.9,Material Defect,23,86.5,5.27,135124.42,12377.81,74.5
2024-10-13,October,Q4,2024,Factory-Lahore,M-104,Evening,OP-020,Brake Disc,446,396,384,12,3.03,Material Defect,23,75.3,4.02,293574.58,3558.48,86.1
2023-04-01,April,Q2,2023,Factory-Islamabad,M-103,Morning,OP-003,Engine Part B,489,463,368,95,20.52,Surface Crack,11,92.9,2.21,880752.2,72286.36,75.3
2024-12-26,December,Q4,2024,Factory-Islamabad,M-105,Night,OP-011,Brake Disc,106,93,89,4,4.3,Assembly Fault,58,91.9,5.73,93891.71,1615.34,84.0
2024-11-17,November,Q4,2024,Factory-Karachi,M-101,Evening,OP-004,Engine Part B,450,349,334,15,4.3,Material Defect,39,118.2,3.0,577363.55,9926.02,74.2
2024-10-16,October,Q4,2024,Factory-Islamabad,M-102,Morning,OP-013,Suspension Unit,182,173,157,16,9.25,Assembly Fault,10,78.6,5.18,301418.32,11150.74,86.3
2023-12-10,December,Q4,2023,Factory-Karachi,M-103,Evening,OP-003,Transmission Kit,463,464,400,64,13.79,Assembly Fault,38,80.6,4.43,280503.98,15476.08,86.4
2024-04-02,April,Q2,2024,Factory-Lahore,M-104,Night,OP-018,Brake Disc,233,197,188,9,4.57,Assembly Fault,20,65.4,4.45,139808.9,2554.88,80.7
2023-01-12,January,Q1,2023,Factory-Lahore,M-105,Morning,OP-005,Brake Disc,127,131,124,7,5.34,Dimensional Error,12,63.4,4.08,186865.23,3994.07,97.6
2023-09-29,September,Q3,2023,Factory-Islamabad,M-101,Night,OP-006,Gear Box,177,170,165,5,2.94,Material Defect,59,112.6,5.14,193814.53,2280.17,93.2
2023-08-03,August,Q3,2023,Factory-Islamabad,M-101,Night,OP-007,Transmission Kit,456,416,395,21,5.05,Surface Crack,68,102.4,3.52,245667.83,4960.6,86.6
2023-09-13,September,Q3,2023,Factory-Karachi,M-101,Night,OP-008,Suspension Unit,267,255,245,10,3.92,Surface Crack,72,71.1,4.5,356116.78,5586.15,91.8
2024-12-10,December,Q4,2024,Factory-Lahore,M-101,Morning,OP-012,Engine Part B,270,276,269,7,2.54,Material Defect,10,80.3,2.64,550291.51,5582.67,99.6
2023-03-11,March,Q1,2023,Factory-Islamabad,M-103,Evening,OP-008,Transmission Kit,338,259,214,45,17.37,Surface Crack,31,114.9,2.84,138385.18,9617.5,63.3
2023-12-25,December,Q4,2023,Factory-Lahore,M-103,Night,OP-004,Gear Box,137,128,111,17,13.28,Surface Crack,62,117.1,4.9,158806.16,8436.58,81.0
2023-09-20,September,Q3,2023,Factory-Lahore,M-103,Evening,OP-006,Fuel Pump,151,131,97,34,25.95,Surface Crack,45,110.4,5.46,134627.11,13976.55,64.2
2023-04-21,April,Q2,2023,Factory-Karachi,M-102,Evening,OP-001,Exhaust Pipe,280,291,265,26,8.93,Assembly Fault,35,63.2,2.22,575584.37,20570.71,94.6
